병원명,업무구분,대표전화,주소,월요일 진료,화요일 진료,수요일 진료,목요일 진료,금요일 진료,토요일 진료,일요일 진료,공휴일 진료,데이터기준일자
대명한의원,한의원,031-419-1075,"경기도 안산시 상록구 샘골로 118, 201호 (본오동)",,,,,,,,,2022-06-01
서울탑의원,의원,031-406-7575,"경기도 안산시 상록구 건건로 66, 스마트타워 301~304호 (건건동)",,,,,,,,,2022-06-01
자이탑치과의원,치과의원,031-407-2879,"경기도 안산시 상록구 해양5로 11, 상가 211~212호 (사동)",,,,,,,,,2022-06-01
안산본플란트치과의원,치과의원,031-408-2870,"경기도 안산시 상록구 샘골로 39, 연지 오피스텔 201~202호 (본오동)",,,,,,,,,2022-06-01
서울그랑치과의원,치과의원,031-520-2828,"경기도 안산시 상록구 해양5로 11, P동 2016~2017호 (사동)",,,,,,,,,2022-06-01
본오마디의원·한의원,한의원,031-501-7577,"경기도 안산시 상록구 석호로 288, 2층 (본오동)",,,,,,,,,2022-06-01
본오마디의원·한의원,의원,031-501-7577,"경기도 안산시 상록구 석호로 288, 2층 (본오동)",,,,,,,,,2022-06-01
365경희준한의원,한의원,031-365-4976,"경기도 안산시 상록구 해양5로 11, 그랑시티자이2차상가동 229~230호 (사동)",,,,,,,,,2022-06-01
소담한의원,한의원,031-419-0075,"경기도 안산시 상록구 석호로 208, 2~3층, 4층일부층 (사동)",,,,,,,,,2022-06-01
광덕고현우한의원,한의원,031-414-5900,"경기도 안산시 상록구 광덕산2로 17, 2층 (월피동)",,,,,,,,,2022-06-01
서울신치과의원,치과의원,031-520-2233,"경기도 안산시 상록구 상록수로 34, 뉴라성관광호텔 203호 (본오동)",,,,,,,,,2022-06-01
진인한의원,한의원,031-501-2999,"경기도 안산시 상록구 중보로 47, 고잔프라자 201,202호 (이동)",,,,,,,,,2022-06-01
윤철연합의원·한의원,한의원,031-407-7575,"경기도 안산시 상록구 광덕1로 354, 브라이튼빌오피스텔 2층 201호 (이동)",,,,,,,,,2022-06-01
윤철연합의원·한의원,의원,031-407-7575,"경기도 안산시 상록구 광덕1로 354, 브라이튼빌오피스텔 2층 201호 (이동)",,,,,,,,,2022-06-01
새이치과의원,치과의원,031-411-5550,"경기도 안산시 상록구 광덕산3로 43, 2층 (월피동)",,,,,,,,,2022-06-01
바른몸한의원,한의원,031-438-1914,"경기도 안산시 상록구 건건3길 5, 센타프라자 301호 (건건동)",,,,,,,,,2022-06-01
청석한의원,한의원,031-415-7588,"경기도 안산시 상록구 해양1로 34, 안산고잔7차푸르지오 상가동 4층 403~404호 (사동)",,,,,,,,,2022-06-01
월피한의원,한의원,031-402-7582,"경기도 안산시 상록구 예술광장로 25, 풍전빌딩 3층 (월피동)",,,,,,,,,2022-06-01
센트럴치과의원,치과의원,031-406-2270,"경기도 안산시 상록구 해양1로 11, 204호 (사동, 안산고잔6차푸르지오)",,,,,,,,,2022-06-01
닥터스마일치과의원,치과의원,031-415-7522,"경기도 안산시 상록구 용신로 394, 서해프라자 4층 (본오동)",,,,,,,,,2022-06-01
튼튼치과의원,치과의원,031-418-7528,"경기도 안산시 상록구 석호로 268, 2층 (본오동)",,,,,,,,,2022-06-01
현가정의학과의원,의원,031-407-0365,"경기도 안산시 상록구 본오로 128, 2층 (본오동)",,,,,,,,,2022-06-01
바른수치과의원,치과의원,031-408-2879,"경기도 안산시 상록구 본오로 124, 302호 (본오동)",,,,,,,,,2022-06-01
365장편한호내과의원,의원,031-502-0365,"경기도 안산시 상록구 샘골로 150, 동성빌딩 202,203호 (본오동)",,,,,,,,,2022-06-01
유호여성의원,의원,031-439-5700,"경기도 안산시 상록구 예술광장로 35, 에스엘타운 403호 (월피동)",,,,,,,,,2022-06-01
상록도담한의원,한의원,031-413-6111,"경기도 안산시 상록구 월피로 78, 성포빌딩 1층 (월피동)",,,,,,,,,2022-06-01
더조은서울내과의원,의원,031-402-5995,"경기도 안산시 상록구 예술광장로 35, 303호 (월피동, 에스엘타운)",,,,,,,,,2022-06-01
묘향산한의원,한의원,031-438-7575,"경기도 안산시 상록구 도매시장로 63, 2층 (이동)",,,,,,,,,2022-06-01
오복한의원,한의원,031-438-7582,경기도 안산시 상록구 본오로 89-1 (본오동),,,,,,,,,2022-06-01
중앙코끼리소아청소년과의원,의원,031-407-1178,"경기도 안산시 상록구 샘골로 142, 2층 203~204호 (본오동, 동보프라자)",,,,,,,,,2022-06-01
다나치과의원,치과의원,031-409-2875,"경기도 안산시 상록구 정동1길 2 (팔곡일동, 예일빌딩)",,,,,,,,,2022-06-01
365 속시원한 가정의학과 의원,의원,031-406-3677,"경기도 안산시 상록구 도매시장로 32, 2층일부~3층 (이동)",,,,,,,,,2022-06-01
허브치과의원,치과의원,031-415-2228,"경기도 안산시 상록구 영화6길 26, 2층 (사동)",,,,,,,,,2022-06-01
손 한의원,한의원,031-409-8856,"경기도 안산시 상록구 부곡로 124 (부곡동, 부곡프라자)",,,,,,,,,2022-06-01
세화치과의원,치과의원,031-417-2204,"경기도 안산시 상록구 상록수로 16, 2층 203호 (본오동, 우남센스빌)",,,,,,,,,2022-06-01
본오정형외과의원,의원,031-437-1199,경기도 안산시 상록구 석호로 320 (본오동),,,,,,,,,2022-06-01
서울에이스마취통증의학과의원,의원,031-415-1675,"경기도 안산시 상록구 용신로 388, 유니온프라자 401~405호 (본오동)",,,,,,,,,2022-06-01
본한의원,한의원,031-417-1075,"경기도 안산시 상록구 안산대학로 108, 3층 (일동, 웰빙타워)",,,,,,,,,2022-06-01
굿닥터플란트치과의원,치과의원,031-407-2875,"경기도 안산시 상록구 석호로 288, 3층 (본오동)",,,,,,,,,2022-06-01
안산감동한의원,한의원,031-501-2020,"경기도 안산시 상록구 중보로 21, 2층 203호 (이동, 금강프라자)",,,,,,,,,2022-06-01
더조은치과의원,치과의원,031-406-7528,"경기도 안산시 상록구 도매시장로 26, 2층 (이동, 세진빌딩)",,,,,,,,,2022-06-01
수가정의학과의원,의원,031-503-8010,"경기도 안산시 상록구 광덕산3로 43, 1층 (월피동)",,,,,,,,,2022-06-01
경희강한의원,한의원,031-385-0282,"경기도 안산시 상록구 화랑로 513, 311, 314, 316호 (성포동, 예술인아파트 스타프라자)",,,,,,,,,2022-06-01
참조은치과의원,치과의원,031-405-2873,"경기도 안산시 상록구 예술광장1로 124, 선경프라자 206호 (성포동)",,,,,,,,,2022-06-01
베스트원의원,의원,031-407-5114,경기도 안산시 상록구 본오로 55 (본오동),,,,,,,,,2022-06-01
안산중앙치과의원,치과의원,031-408-2888,"경기도 안산시 상록구 용신로 393 (본오동, 청암빌딩 207, 208, 209호)",,,,,,,,,2022-06-01
JW의원,의원,031-408-1540,경기도 안산시 상록구 샘골로 131 (본오동),,,,,,,,,2022-06-01
두리서울치과의원,치과의원,031-480-2884,"경기도 안산시 상록구 예술광장로 35 (월피동, 에스엘타운)",,,,,,,,,2022-06-01
원소아청소년과의원,의원,031-438-0503,"경기도 안산시 상록구 건건로 122 (건건동, 402호(덕천빌딩))",,,,,,,,,2022-06-01
임신경외과의원,의원,031-491-4500,"경기도 안산시 상록구 예술광장로 35, 5층 501호 (월피동)",,,,,,,,,2022-06-01
만인마취통증의학과의원,의원,031-502-0644,"경기도 안산시 상록구 샘골로 153, 201-1호 (본오동)",,,,,,,,,2022-06-01
마성호내과의원,의원,031-416-5537,"경기도 안산시 상록구 고목로3길 25, 2층 (본오동)",,,,,,,,,2022-06-01
안산의료복지사회적협동조합새안산상록의원,의원,031-401-7577,"경기도 안산시 상록구 석호로 292, 2층 (본오동)",,,,,,,,,2022-06-01
한사랑우리치과의원,치과의원,031-417-7528,"경기도 안산시 상록구 광덕1로 341, 304호 (이동, 제스트프라자)",,,,,,,,,2022-06-01
열린문외과의원,의원,031-416-0714,"경기도 안산시 상록구 석호로 220 (사동, 2~4층)",,,,,,,,,2022-06-01
예담치과의원,치과의원,031-417-2275,"경기도 안산시 상록구 석호로 235, 4층 (사동)",,,,,,,,,2022-06-01
김명한안과의원,의원,031-408-5512,"경기도 안산시 상록구 용신로 394, 501호 (본오동)",,,,,,,,,2022-06-01
안산드림김안과의원,의원,031-408-0897,"경기도 안산시 상록구 상록수로 54 (본오동, 201호일부,203,204호)",,,,,,,,,2022-06-01
편한내과의원,의원,031-505-2222,"경기도 안산시 상록구 용신로 394, 502호 (본오동, 서해프라자)",,,,,,,,,2022-06-01
연세가정의학과의원,의원,031-437-1110,"경기도 안산시 상록구 건건1길 38 (건건동, 2층)",,,,,,,,,2022-06-01
상록한의원,한의원,031-406-5999,"경기도 안산시 상록구 석호로 102 (사동, 2~4층)",,,,,,,,,2022-06-01
부곡경희한의원,한의원,031-406-8883,"경기도 안산시 상록구 부곡로 123 (부곡동, 2~3층)",,,,,,,,,2022-06-01
하나가정의원,의원,031-409-7870,"경기도 안산시 상록구 영화6길 25, 2층 (사동)",,,,,,,,,2022-06-01
한사랑의원,의원,031-501-2202,"경기도 안산시 상록구 본오로 64, 2층 (본오동)",,,,,,,,,2022-06-01
본오중앙치과의원,치과의원,031-418-2275,경기도 안산시 상록구 반석로 118 (본오동),,,,,,,,,2022-06-01
효성한의원,한의원,031-408-7576,"경기도 안산시 상록구 부곡로 135, 3층 (부곡동, 제일빌딩)",,,,,,,,,2022-06-01
안산무지개연합의원,의원,031-405-9011,"경기도 안산시 상록구 항가울로 410 (성포동, 롯데마트)",,,,,,,,,2022-06-01
삼성키즈소아청소년과의원,의원,031-501-1722,"경기도 안산시 상록구 반석로 8 (본오동, 롯데마트 상록점 3층)",,,,,,,,,2022-06-01
우리안신경외과의원,의원,031-484-7777,"경기도 안산시 상록구 용신로 364 (본오동, 203~204,301~306호)",,,,,,,,,2022-06-01
사랑드림내과의원,의원,031-438-8275,경기도 안산시 상록구 도매시장로 41 (이동),,,,,,,,,2022-06-01
온국민보건의료소비자생활협동조합 제니스의원,의원,031-406-4243,"경기도 안산시 상록구 용신로 389 (본오동, 상록수상가)",,,,,,,,,2022-06-01
수암치과의원,치과의원,031-480-2877,"경기도 안산시 상록구 수인로 2016, 2층 (수암동)",,,,,,,,,2022-06-01
강남수내과의원,의원,031-406-7585,경기도 안산시 상록구 석호로 288 (본오동),,,,,,,,,2022-06-01
자연치유한의원,한의원,031-403-4075,"경기도 안산시 상록구 월피로 55, 4층 (월피동)",,,,,,,,,2022-06-01
신성한의원,한의원,031-438-3355,"경기도 안산시 상록구 건건1길 29, 1층 (건건동)",,,,,,,,,2022-06-01
부곡고려정형외과의원,의원,031-417-7588,"경기도 안산시 상록구 부곡로 135, 1~3층 (부곡동)",,,,,,,,,2022-06-01
21세기의원,의원,031-419-8181,"경기도 안산시 상록구 샘골로 142 (본오동, 동보프라자)",,,,,,,,,2022-06-01
굿페이스치과의원,치과의원,031-406-2884,"경기도 안산시 상록구 도매시장로 31 (이동, 2층 일부)",,,,,,,,,2022-06-01
하늘치과의원,치과의원,031-418-2875,"경기도 안산시 상록구 용신로 388, 유니온프라자 6층 601~603호 (본오동)",,,,,,,,,2022-06-01
동안산치과의원,치과의원,031-403-2873,"경기도 안산시 상록구 월피로 88, 2층 (월피동, 동안산병원검진센타동)",,,,,,,,,2022-06-01
자연생생한의원,한의원,031-502-0075,"경기도 안산시 상록구 부곡로 114, 3층 (부곡동)",,,,,,,,,2022-06-01
서울삼성치과의원,치과의원,031-407-2885,"경기도 안산시 상록구 샘골로 148 (본오동, 한미상가)",,,,,,,,,2022-06-01
안산의료복지사회적협동조합 새안산우리치과의원,치과의원,031-401-2208,"경기도 안산시 상록구 예술광장로 31, 파크프라자 505~509호 (월피동)",,,,,,,,,2022-06-01
본연합치과의원,치과의원,031-419-2835,"경기도 안산시 상록구 본오로 128 (본오동, 3층)",,,,,,,,,2022-06-01
참정형외과의원,의원,031-405-8278,"경기도 안산시 상록구 예술광장1로 16, 401~402호 (월피동, 칠성프라자)",,,,,,,,,2022-06-01
이동훼미리치과의원,치과의원,031-502-2800,"경기도 안산시 상록구 도매시장로 43, 2층 (이동)",,,,,,,,,2022-06-01
명성의원,의원,031-407-4406,"경기도 안산시 상록구 안산대학로 108, 2층 (일동)",,,,,,,,,2022-06-01
(의) 열린의료재단 안산열린의원,의원,031-415-0072,"경기도 안산시 상록구 용신로 388 (본오동, 유니온프라자 501~505호)",,,,,,,,,2022-06-01
더화이트치과의원,치과의원,031-419-9777,"경기도 안산시 상록구 본오로 146-1, 2층,1층 일부 (본오동)",,,,,,,,,2022-06-01
경희미소한의원,한의원,031-403-0715,"경기도 안산시 상록구 화랑로 501, 204호 (성포동, 예술프라자)",,,,,,,,,2022-06-01
자명한의원,한의원,031-407-0009,경기도 안산시 상록구 영화6길 24 (사동),,,,,,,,,2022-06-01
훼미리치과의원,치과의원,031-415-2875,"경기도 안산시 상록구 석호로 312, 3층 (본오동)",,,,,,,,,2022-06-01
본오제일의원,의원,031-415-7572,"경기도 안산시 상록구 본이로 53, 2층 (본오동)",,,,,,,,,2022-06-01
김영윤치과의원,치과의원,031-416-2175,"경기도 안산시 상록구 본오로 91, 2층 (본오동)",,,,,,,,,2022-06-01
진솔한의원,한의원,031-408-1175,"경기도 안산시 상록구 도매시장로 92-1, 1층 (일동)",,,,,,,,,2022-06-01
한사랑치과의원,치과의원,031-438-7528,"경기도 안산시 상록구 각골로 74 (본오동, 2층)",,,,,,,,,2022-06-01
내츄럴치과의원,치과의원,031-406-2825,"경기도 안산시 상록구 본오로 59, 2층 (본오동)",,,,,,,,,2022-06-01
안산한의원,한의원,031-409-1075,"경기도 안산시 상록구 본삼로 49, 3층 302,303호 (본오동, 대명빌딩)",,,,,,,,,2022-06-01
닥터조치과의원,치과의원,031-438-2119,"경기도 안산시 상록구 해양1로 34, 401~402호 (사동, 푸르지오7차상가)",,,,,,,,,2022-06-01
팔곡연세의원,의원,031-437-8781,"경기도 안산시 상록구 정동1길 2, 1층 (팔곡일동)",,,,,,,,,2022-06-01
위내과의원,의원,031-419-8275,"경기도 안산시 상록구 본오로 124, 2층 (본오동)",,,,,,,,,2022-06-01
맥한의원,한의원,031-417-3075,"경기도 안산시 상록구 본오로 128, 4층 (본오동)",,,,,,,,,2022-06-01
우리가족의원,의원,031-482-3211,"경기도 안산시 상록구 본오로 124, 2층 (본오동)",,,,,,,,,2022-06-01
현대외과의원,의원,031-437-8000,"경기도 안산시 상록구 건건로 117 (건건동, 2층)",,,,,,,,,2022-06-01
활력한의원,한의원,031-438-7975,"경기도 안산시 상록구 샘골로 111, 강남빌딩 202호 (본오동)",,,,,,,,,2022-06-01
다솜의원,의원,031-401-7815,"경기도 안산시 상록구 화랑로 501, 예술프라자 302호 (성포동)",,,,,,,,,2022-06-01
해나무한의원,한의원,031-485-1073,"경기도 안산시 상록구 화랑로 501, 304호 (성포동)",,,,,,,,,2022-06-01
이-믿음치과의원,치과의원,031-439-2877,"경기도 안산시 상록구 샘골로 152 (본오동, 2층)",,,,,,,,,2022-06-01
서울윌치과의원,치과의원,031-437-2887,"경기도 안산시 상록구 건건로 117 (건건동, 303호)",,,,,,,,,2022-06-01
반월경희한의원,한의원,031-438-2900,"경기도 안산시 상록구 건건로 122 (건건동, 덕천상가 301호,302호)",,,,,,,,,2022-06-01
굿치과의원,치과의원,031-486-2755,"경기도 안산시 상록구 화랑로 501, 305~306호 (성포동)",,,,,,,,,2022-06-01
서울정형외과의원,의원,031-437-5661,"경기도 안산시 상록구 석호로 162-1, 1~4층 (사동)",,,,,,,,,2022-06-01
고외과의원,의원,031-502-8100,"경기도 안산시 상록구 선진4길 39-1, 1~4층 (사동)",,,,,,,,,2022-06-01
해바라기치과의원,치과의원,031-417-8275,"경기도 안산시 상록구 부곡로 131, 1호 (부곡동)",,,,,,,,,2022-06-01
아름다운피부과의원,의원,031-409-1161,"경기도 안산시 상록구 상록수로 54, 502호 (본오동)",,,,,,,,,2022-06-01
민들레치과의원,치과의원,031-419-8575,"경기도 안산시 상록구 초당로 50, 2층 (사동)",,,,,,,,,2022-06-01
365열린의원,의원,031-405-0365,"경기도 안산시 상록구 시낭북로4길 1, 2층 (부곡동)",,,,,,,,,2022-06-01
보아스이비인후과의원,의원,031 406 5075,"경기도 안산시 상록구 샘골로 142 (본오동, 동보프라자)",,,,,,,,,2022-06-01
성삼의료재단영광한의원,한의원,031-416-1075,"경기도 안산시 상록구 안산대학로 105, 2층 (일동)",,,,,,,,,2022-06-01
미즈피아산부인과의원,의원,031-407-0077,경기도 안산시 상록구 샘골로 112 (본오동),,,,,,,,,2022-06-01
정소아과의원,의원,031-418-8575,"경기도 안산시 상록구 감골2로 40, 2층 206호 (사동, 현대2차중심상가)",,,,,,,,,2022-06-01
다홍한의원,한의원,031-406-3324,"경기도 안산시 상록구 해양1로 15, 2층 202, 208, 209호 (사동, 안산고잔6차푸르지오 상가동)",,,,,,,,,2022-06-01
희망의원,의원,031-406-5556,"경기도 안산시 상록구 반석로 77, 1층 (본오동)",,,,,,,,,2022-06-01
연세우리의원,의원,031-408-8275,"경기도 안산시 상록구 항가울로 14-1, 2~3층 (사동)",,,,,,,,,2022-06-01
연세가정의학과소아과의원,의원,031-502-8275-6,"경기도 안산시 상록구 해양1로 11, 203,204호 (사동, 푸르지오6차 상가)",,,,,,,,,2022-06-01
한솔가정의학과의원,의원,031-415-0603,"경기도 안산시 상록구 샘골로 38, 2층 (본오동)",,,,,,,,,2022-06-01
연세조내과의원,의원,031-437-1119,"경기도 안산시 상록구 샘골로 147 (본오동, 대산빌딩)",,,,,,,,,2022-06-01
정다운치과의원,치과의원,031-502-7582,"경기도 안산시 상록구 삼리로 34, 2층 (사동)",,,,,,,,,2022-06-01
자미한의원,한의원,031-408-8877,"경기도 안산시 상록구 샘골로 139, 201호 (본오동, 광림빌딩)",,,,,,,,,2022-06-01
이튼치과의원,치과의원,031-438-2080,"경기도 안산시 상록구 일동로 24, 3층 전체 (일동)",,,,,,,,,2022-06-01
일동튼튼의원,의원,031-407-4700,"경기도 안산시 상록구 일동로 24, 2층 (일동)",,,,,,,,,2022-06-01
마음속내과의원,의원,031-502-7766,"경기도 안산시 상록구 용신로 382, 2층 (본오동, 상경빌딩)",,,,,,,,,2022-06-01
상큼한치과의원,치과의원,031-415-2828,"경기도 안산시 상록구 본오로 142, 3층 (본오동)",,,,,,,,,2022-06-01
해맑은치과의원,치과의원,031-408-0056,"경기도 안산시 상록구 성호로 120, 2층 (일동)",,,,,,,,,2022-06-01
재)성빈센트드뽈자비의수녀회유지재단안산빈센트의원,의원,031-407-9780,"경기도 안산시 상록구 한양대학로 39 (사동, 1~2층)",,,,,,,,,2022-06-01
수암한의원,한의원,031-484-7511,경기도 안산시 상록구 수암1길 3 (수암동),,,,,,,,,2022-06-01
아름다운치과의원,치과의원,031-502-7528,"경기도 안산시 상록구 샘골로 105, 2층 (본오동)",,,,,,,,,2022-06-01
상록우리들소아청소년과의원,의원,031-407-9797,"경기도 안산시 상록구 본삼로 49, 301호 (본오동, 대명빌딩)",,,,,,,,,2022-06-01
신농씨한의원,한의원,031-407-8575,"경기도 안산시 상록구 용신로 390, 403,405호 (본오동)",,,,,,,,,2022-06-01
상록우리치과의원,치과의원,031-438-2884,"경기도 안산시 상록구 석호로 180, 1층 (사동)",,,,,,,,,2022-06-01
진외과의원,의원,031-411-1113,"경기도 안산시 상록구 예술광장1로 54, 2층 (월피동, 오성프라자)",,,,,,,,,2022-06-01
삼성큐치과의원,치과의원,031-415-2804,"경기도 안산시 상록구 본삼로 51, 402호 (본오동, 리치스빌딩)",,,,,,,,,2022-06-01
제중당한의원,한의원,031-402-1075,"경기도 안산시 상록구 건건로 117 (건건동, 301호 302호)",,,,,,,,,2022-06-01
현대가정의원,의원,031-415-0103,경기도 안산시 상록구 도매시장로 105-1 (일동),,,,,,,,,2022-06-01
행복한여성의원,의원,031-438-3501,"경기도 안산시 상록구 샘골로 187, 2층 (본오동)",,,,,,,,,2022-06-01
정인치과의원,치과의원,031-438-8575,"경기도 안산시 상록구 도매시장로 103, 2층 (일동)",,,,,,,,,2022-06-01
미래의원,의원,031-501-6777,"경기도 안산시 상록구 샘골로 144, 201~202호 (본오동, 유경빌딩)",,,,,,,,,2022-06-01
진내과의원,의원,031-419-0095,"경기도 안산시 상록구 샘골로 140, 201,202,204호 (본오동, 경남빌딩)",,,,,,,,,2022-06-01
하나정형외과의원,의원,031-409-8275,경기도 안산시 상록구 도매시장로 31 (이동),,,,,,,,,2022-06-01
봄빛치과의원,치과의원,031-418-2822,"경기도 안산시 상록구 성호로13길 2, 2층 (부곡동)",,,,,,,,,2022-06-01
본오이사랑치과의원,치과의원,031-501-2804,"경기도 안산시 상록구 이호로 82-1, 2층 (본오동)",,,,,,,,,2022-06-01
감골한의원,한의원,031-502-1175,"경기도 안산시 상록구 석호로 184, 201호 (사동)",,,,,,,,,2022-06-01
안산인한의원,한의원,031-415-7575,"경기도 안산시 상록구 석호로 294, 2층 (본오동)",,,,,,,,,2022-06-01
중앙안과의원,의원,031-486-0123,"경기도 안산시 상록구 화랑로 513, 3층 1,2,25~27호 (성포동, 스타프라자)",,,,,,,,,2022-06-01
수암성가의원,의원,031-485-2545,"경기도 안산시 상록구 수암1길 7 (수암동, 선경탑스빌)",,,,,,,,,2022-06-01
이찬수정형외과의원,의원,031-406-6767,경기도 안산시 상록구 중보1길 24 (이동),,,,,,,,,2022-06-01
스타소아청소년과의원,의원,031-482-5312,"경기도 안산시 상록구 화랑로 513, 3층 3호, 9호 (성포동, 예술인아파트 스타프라자)",,,,,,,,,2022-06-01
송정신건강의학과의원,의원,031-501-1480,"경기도 안산시 상록구 상록수로 54, 303호 (본오동, 대동빌딩)",,,,,,,,,2022-06-01
안산재활의학과의원,의원,031-417-8575,경기도 안산시 상록구 본오로 118 (본오동),,,,,,,,,2022-06-01
참경희한의원,한의원,031-416-9875,경기도 안산시 상록구 항가울로 35 (사동),,,,,,,,,2022-06-01
제일한의원,한의원,031-418-9898,"경기도 안산시 상록구 감골1로 29, 202호 (사동, 월드크리닉)",,,,,,,,,2022-06-01
로진경희한의원,한의원,031-416-7575,"경기도 안산시 상록구 광덕1로 366, 201~202호 (이동, 로진메디칼)",,,,,,,,,2022-06-01
우리한의원,한의원,031-417-8833,경기도 안산시 상록구 도매시장로 16 (이동),,,,,,,,,2022-06-01
누가의원,의원,031-419-4870,경기도 안산시 상록구 각골로 70 (본오동),,,,,,,,,2022-06-01
튼튼백세한의원,한의원,031-689-3368,"경기도 안산시 상록구 월피로 22 (월피동, 현대2차A상가 2층제2호)",,,,,,,,,2022-06-01
자성당한의원,한의원,031-418-5252,"경기도 안산시 상록구 본삼로 45, 3층 (본오동, 덕암빌딩)",,,,,,,,,2022-06-01
연세가정의학과의원,의원,031-419-7286,"경기도 안산시 상록구 본삼로 38, 월드아파트상가3동 202호 (본오동)",,,,,,,,,2022-06-01
조병섭내과의원,의원,031-411-5119,"경기도 안산시 상록구 예술광장1로 124, 201호 (성포동, 선경프라자)",,,,,,,,,2022-06-01
한일한의원,한의원,031-416-3690,"경기도 안산시 상록구 도매시장로 20, 2층 201, 202호 (이동)",,,,,,,,,2022-06-01
안산고려의원,의원,031-406-3321,"경기도 안산시 상록구 광덕1로 366, 6층 (이동, 로진메디칼빌딩)",,,,,,,,,2022-06-01
밝은성모안과의원,의원,031-419-6005,"경기도 안산시 상록구 샘골로 148, 2층 (본오동, 한미빌딩)",,,,,,,,,2022-06-01
스마일내과의원,의원,031-409-0900,"경기도 안산시 상록구 광덕1로 366, 304~305호 (이동, 로진메디칼)",,,,,,,,,2022-06-01
박승철내과의원,의원,031-438-1175,"경기도 안산시 상록구 부곡로 128, 2층 (부곡동)",,,,,,,,,2022-06-01
참사랑의원,의원,031-502-4077,경기도 안산시 상록구 부곡로 28 (부곡동),,,,,,,,,2022-06-01
하나의원,의원,031-481-8282,"경기도 안산시 상록구 광덕산2로 22, 114,118호 (월피동, 은성빌딩)",,,,,,,,,2022-06-01
행복한치과의원,치과의원,031-501-2875,"경기도 안산시 상록구 광덕1로 386, 407호 (이동, 캠퍼스타운)",,,,,,,,,2022-06-01
현제의원,의원,031-419-5377,"경기도 안산시 상록구 초당로 52, 2층 (사동)",,,,,,,,,2022-06-01
청수한의원,한의원,031-439-0075,경기도 안산시 상록구 샘골로 54 (본오동),,,,,,,,,2022-06-01
현대내과의원,의원,031-407-2020,"경기도 안산시 상록구 샘골로 172, 203호 (본오동, 윤창빌딩)",,,,,,,,,2022-06-01
고잔e-편한치과의원,치과의원,031-419-2875,"경기도 안산시 상록구 광덕1로 366, 204호 (이동, 로진메디칼)",,,,,,,,,2022-06-01
백치과의원,치과의원,031-408-2275,"경기도 안산시 상록구 상록수로 54, 301호 (본오동, 대동빌딩)",,,,,,,,,2022-06-01
한대경성한의원,한의원,031-419-6216,"경기도 안산시 상록구 광덕1로 376, 303호 (이동, 한대빌딩)",,,,,,,,,2022-06-01
서울정신건강의학과의원,의원,031-437-0413,"경기도 안산시 상록구 용신로 393, 303호 (본오동, 청암빌딩)",,,,,,,,,2022-06-01
상록이비인후과의원,의원,031-502-8465,"경기도 안산시 상록구 샘골로 140, 103~105호 (본오동, 경남빌딩)",,,,,,,,,2022-06-01
삼성본오의원,의원,031-418-0567,경기도 안산시 상록구 용신로 384 (본오동),,,,,,,,,2022-06-01
현치과의원,치과의원,031-487-1586,"경기도 안산시 상록구 예술광장1로 16, 304호 (월피동, 칠성프라자)",,,,,,,,,2022-06-01
서울내과의원,의원,031-417-7582,"경기도 안산시 상록구 상록수로 54, 402호 (본오동, 대동빌딩)",,,,,,,,,2022-06-01
서울이비인후과의원,의원,031-418-5522,"경기도 안산시 상록구 광덕1로 376, 302호 (이동, 한대프라자)",,,,,,,,,2022-06-01
이서울이비인후과의원,의원,031-416-7555,"경기도 안산시 상록구 본삼로 51, 302호 (본오동)",,,,,,,,,2022-06-01
청아한의원,한의원,031-413-1010,"경기도 안산시 상록구 본삼로 39 (본오동, 인제빌딩)",,,,,,,,,2022-06-01
소나무한의원,한의원,031-501-8275,"경기도 안산시 상록구 건건로 66, 스마트타워 202호 (건건동)",,,,,,,,,2022-06-01
한마음치과의원,치과의원,031-407-2277,"경기도 안산시 상록구 광덕1로 376, 202호 (이동, 한대프라자)",,,,,,,,,2022-06-01
안세치과의원,치과의원,031-418-2882,"경기도 안산시 상록구 감골1로 60, 3층 303호 (사동)",,,,,,,,,2022-06-01
고잔연세내과의원,의원,031-438-7585,"경기도 안산시 상록구 광덕1로 376, 304호 (이동, 한대빌딩)",,,,,,,,,2022-06-01
이화소아청소년과의원,의원,031-437-0210,"경기도 안산시 상록구 광덕1로 376, 205호 (이동, 한대프라자)",,,,,,,,,2022-06-01
B.M산부인과의원,의원,031-501-0660,"경기도 안산시 상록구 광덕1로 376, 4층 (이동, 한대빌딩)",,,,,,,,,2022-06-01
안산의료복지사회적협동조합 새안산한의원,한의원,031-413-2206,"경기도 안산시 상록구 예술광장로 31, 파크프라자 501~504호 (월피동)",,,,,,,,,2022-06-01
안산의료복지사회적협동조합 새안산의원,의원,031-405-8333,"경기도 안산시 상록구 예술광장로 31, 파크프라자 604~609호 (월피동)",,,,,,,,,2022-06-01
편한e치과의원,치과의원,031-502-2804,경기도 안산시 상록구 항가울로 19 (사동),,,,,,,,,2022-06-01
고잔정형외과의원,의원,031-438-2111,경기도 안산시 상록구 용신로 254-1 (사동),,,,,,,,,2022-06-01
제일성모의원,의원,031-520-5288,"경기도 안산시 상록구 석호로 296, 1층 (본오동)",,,,,,,,,2022-06-01
늘푸른치과의원,치과의원,031-438-2804,"경기도 안산시 상록구 중보로 47, 302호 (이동, 고잔프라자)",,,,,,,,,2022-06-01
